id,category_id,en,pronunciation_si,meaning_si,level
you-can-always-try-again,s-everyday-conversations,You can always try again.,යූ කැන් ඕල්වේස් ට්‍රයි අගේන්,හැම වෙලාවකම ආයෙ උත්සාහ කරන්න පුළුවන්.,beginner
its-never-too-late-to-start,s-everyday-conversations,It's never too late to start.,ඉට්ස් නෙවර් ටූ ලේට් ටු ස්ටාර්ට්,පටන් ගන්න කවදාවත් පරක්කු වැඩි නෑ.,intermediate
start-small,s-everyday-conversations,Start small.,ස්ටාර්ට් ස්මෝල්,පොඩියෙන් පටන් ගන්න.,beginner
build-from-there,s-everyday-conversations,Build from there.,බිල්ඩ් ෆ්‍රම් දෙයාර්,එතැනින් ටිකෙන් ටික ඉස්සරහට යන්න.,beginner
focus-on-progress-not-perfection,s-everyday-conversations,"Focus on progress, not perfection.","ෆෝකස් ඔන් ප්‍රෝග්‍රෙස්, නොට් පර්ෆෙක්ෂන්",සම්පූර්ණ හොඳ වෙන්න බලනවට වඩා දියුණුව ගැන අවධානය දෙන්න.,beginner
every-little-bit-helps,s-everyday-conversations,Every little bit helps.,එව්රි ලිට්ල් බිට් හෙල්ප්ස්.,පොඩි උත්සාහයක් වුණත් ප්‍රයෝජනවත්.,beginner
consistency-matters,s-everyday-conversations,Consistency matters.,කන්සිස්ටන්සි මැටර්ස්,නිතරම කරගෙන යන එක වැදගත්.,beginner
just-keep-showing-up,s-everyday-conversations,Just keep showing up.,ජස්ට් කීප් ෂෝයිං අප්.,නතර නොවී දිගටම කරගෙන යන්න.,beginner
youre-closer-than-you-think,s-everyday-conversations,You're closer than you think.,යෝර් ක්ලෝසර් දෑන් යූ තින්ක්.,ඔයා හිතනවට වඩා goal එකට ළඟයි.,beginner
dont-stop-now,s-transportation,Don't stop now.,ඩෝන්ට් ස්ටොප් නව්,දැන් නතර වෙන්න එපා.,beginner
im-looking-forward-to-it,s-everyday-conversations,I'm looking forward to it.,අයිම් ලුකිං ෆෝවර්ඩ් ටු ඉට්.,ඒ දේ වෙනකම් මම ආසාවෙන් බලාගෙන ඉන්නේ.,beginner
i-cant-wait,s-everyday-conversations,I can't wait.,අයි කෑන්ට් වේට්.,මට ඉවසගෙන ඉන්න බෑ / මාර ආසාවෙන් ඉන්නේ.,beginner
im-really-excited-about-it,s-everyday-conversations,I'm really excited about it.,අයිම් රියලි එක්සයිටිඩ් අබවුට් ඉට්,මම ඒ ගැන ගොඩක් උනන්දුවෙන් ඉන්නේ.,beginner
im-curious-to-see-what-happens,s-everyday-conversations,I'm curious to see what happens.,අයිම් කියුරියස් ටු සී වට් හැපන්ස්.,මොකද වෙන්නේ කියලා බලන්න මට ආසයි.,intermediate
it-should-be-interesting,s-everyday-conversations,It should be interesting.,ඉට් ෂුඩ් බී ඉන්ට්‍රස්ටිං,ඒක රසවත් වෙයි.,beginner
i-have-high-hopes,s-everyday-conversations,I have high hopes.,අයි හැව් හයි හෝප්ස්,මට ලොකු බලාපොරොත්තු තියෙනවා.,beginner
im-feeling-optimistic,s-feelings-emotions,I'm feeling optimistic.,අයිම් ෆීලිං ඔප්ටිමිස්ටික්,මට හොඳ දෙයක් වෙයි කියලා හිතෙනවා.,beginner
anything-could-happen,s-everyday-conversations,Anything could happen.,එනිතිං කුඩ් හැපන්,ඕන දෙයක් වෙන්න පුළුවන්.,beginner
its-too-early-to-tell,s-everyday-conversations,It's too early to tell.,ඉට්ස් ටූ අර්ලි ටු ටෙල්,තාම කියන්න කලින් වැඩියි.,beginner
i-dont-want-to-get-my,s-everyday-conversations,I don't want to get my hopes up.,අයි ඩෝන්ට් වොන්ට් ටු ගෙට් මයි හෝප්ස් අප්,වැඩිය බලාපොරොත්තු තියාගන්න මට ඕන නෑ.,intermediate
im-keeping-my-expectations-realistic,s-everyday-conversations,I'm keeping my expectations realistic.,අයිම් කීපිං මයි එක්ස්පෙක්ටේෂන්ස් රියලිස්ටික්,මම යථාර්ථයට ගැළපෙන බලාපොරොත්තු තියාගෙන ඉන්නේ.,beginner
lets-see-how-it-plays-out,s-everyday-conversations,Let's see how it plays out.,ලෙට්ස් සී හව් ඉට් ප්ලේස් අවුට්,අන්තිමට කොහොමද වෙන්නේ බලමු.,intermediate
well-know-more-soon,s-everyday-conversations,We'll know more soon.,වීල් නෝ මෝර් සූන්,ඉක්මනට තව විස්තර දැනගන්න ලැබෙයි.,beginner
ill-believe-it-when-i-see,s-everyday-conversations,I'll believe it when I see it.,අයිල් බිලීව් ඉට් වෙන් අයි සී ඉට්.,ඇත්තටම වුණාම තමයි මම විශ්වාස කරන්නේ.,intermediate
im-not-getting-too-excited-yet,s-everyday-conversations,I'm not getting too excited yet.,අයිම් නොට් ගෙටිං ටූ එක්සයිටිඩ් යෙට්,තාම මම වැඩිය සතුටු වෙන්නේ නෑ.,intermediate
lets-not-celebrate-too-soon,s-invitations,Let's not celebrate too soon.,ලෙට්ස් නොට් සෙලිබ්‍රේට් ටූ සූන්,කලින්ම සතුටු වෙන්න එපා.,beginner
were-not-there-yet,s-everyday-conversations,We're not there yet.,වීර් නොට් දෙයාර් යෙට්,අපි තාම ඉලක්කයට ආවේ නෑ.,beginner
were-making-progress,s-everyday-conversations,We're making progress.,වීර් මේකින් ප්‍රෝග්‍රෙස්,අපි ඉස්සරහට යමින් ඉන්නවා.,beginner
everything-seems-to-be-going-smoothly,s-everyday-conversations,Everything seems to be going smoothly.,එව්රිතිං සීම්ස් ටු බී ගෝඉං ස්මූත්ලි,හැමදේම අවුලක් නැතුව යනවා වගේ.,intermediate
were-on-the-right-track,s-everyday-conversations,We're on the right track.,වීර් ඔන් ද රයිට් ට්‍රැක්,අපි හරි දිශාවට යනවා.,beginner
things-are-starting-to-come-together,s-everyday-conversations,Things are starting to come together.,තිංස් ආර් ස්ටාර්ටිං ටු කම් ටුගෙදර්,දේවල් ටික ටික හරි හැඩයට එනවා.,intermediate
its-finally-coming-together,s-everyday-conversations,It's finally coming together.,ඉට්ස් ෆයිනලි කමිං ටුගෙදර්,දැන් අන්තිමට වැඩේ හරි හැඩයට එනවා.,beginner
were-almost-done,s-everyday-conversations,We're almost done.,වීර් ඕල්මෝස්ට් ඩන්,අපි දැන් ඉවර කරන්න ලඟයි.,beginner
just-a-little-more-to-go,s-everyday-conversations,Just a little more to go.,ජස්ට් අ ලිට්ල් මෝර් ටු ගෝ,තව පොඩ්ඩයි තියෙන්නේ.,intermediate
were-nearly-there,s-everyday-conversations,We're nearly there.,වීර් නියර්ලි දෙයාර්.,අපි දැන් ඉලක්කයට ලඟයි.,beginner
the-hard-part-is-over,s-everyday-conversations,The hard part is over.,ද හාඩ් පාර්ට් ඉස් ඕවර්,අමාරුම කොටස ඉවරයි.,beginner
it-should-be-easier-from-here,s-everyday-conversations,It should be easier from here.,ඉට් ෂුඩ් බී ඊසියර් ෆ්‍රම් හියර්,මෙතැනින් පස්සේ ලේසි වෙයි.,intermediate
that-went-better-than-expected,s-everyday-conversations,That went better than expected.,දැට් වෙන්ට් බෙටර් දෑන් එක්ස්පෙක්ටිඩ්,බලාපොරොත්තු වුණාට වඩා හොඳට වැඩේ ගියා.,beginner
that-wasnt-as-bad-as-i,s-everyday-conversations,That wasn't as bad as I thought.,දැට් වොසන්ට් ඇස් බැඩ් ඇස් අයි තෝට්,මම හිතපු තරම් ඒක නරක නෑ.,intermediate
that-was-easier-than-i-expected,s-everyday-conversations,That was easier than I expected.,දැට් වස් ඊසියර් දෑන් අයි එක්ස්පෙක්ටිඩ්,මම හිතපු තරම් අමාරු නෑ.,intermediate
im-glad-thats-over,s-feelings-emotions,I'm glad that's over.,අයිම් ග්ලෑඩ් දැට්ස් ඕවර්,ඒක ඉවර වුණ එක ගැන සතුටුයි.,beginner
what-a-relief,s-everyday-conversations,What a relief!,වට් අ රිලීෆ්!,"අම්මෝ, දැන් හිතට සැහැල්ලුයි!",beginner
thats-a-weight-off-my-shoulders,s-everyday-conversations,That's a weight off my shoulders.,දැට්ස් අ වේට් ඔෆ් මයි ෂෝල්ඩර්ස්,දැන් ලොකු බරක් හිතෙන් අයින් වුණා වගේ.,intermediate
im-so-relieved,s-everyday-conversations,I'm so relieved.,අයිම් සෝ රිලීව්ඩ්,මට දැන් ගොඩක් සැහැල්ලුවක් දැනෙනවා.,beginner
i-was-worried-for-nothing,s-feelings-emotions,I was worried for nothing.,අයි වස් වරීඩ් ෆෝ නතිං.,මං නිකන් බොරුවට බය වෙලා.,beginner
everything-worked-out-in-the-end,s-everyday-conversations,Everything worked out in the end.,එව්රිතිං වර්ක්ට් අවුට් ඉන් ද එන්ඩ්,අන්තිමට හැමදේම හොඳට විසඳුණා.,intermediate
